project_id,project_name,ministry,sector,region,sanction_date,sanctioned_cost_cr,planned_completion_date,planned_duration_years,as_of_date,months_since_sanction,physical_progress_pct,financial_progress_pct,cumulative_expenditure_cr,revised_cost_cr,cost_revisions_count,project_stage,land_acquisition_status,approval_delay_months,financing_irregularity_flag,contractor_track_record_score,ministry_reporting_compliance_rate,months_since_last_report,consecutive_missed_cycles,is_completed,actual_completion_date,final_cost_overrun_pct,final_delay_months
PAI-00112,Roads Project 00112,Road Transport & Highways,Roads,North-East,2020-05-12,272.39,2022-11-20,2.53,2026-09-06,76,2.5,1.1,2.91,272.39,0,pre_construction,not_started,1.6,0,0.821,0.99,0,0,0,,0.0,47.9
PAI-00113,Steel Project 00113,Steel,Steel,East,2021-09-11,236.64,2025-05-17,3.68,2025-05-23,44,100.0,100.0,238.22,238.22,0,construction,complete,2.1,0,0.915,0.752,0,0,1,2025-05-23,0.67,0.2
PAI-00114,Petroleum Project 00114,Petroleum & Natural Gas,Petroleum,West,2020-03-13,1487.08,2024-08-02,4.39,2025-05-11,62,100.0,100.0,1611.46,1611.46,0,construction,partial,2.4,1,0.578,0.862,0,0,1,2025-05-11,8.36,9.3
PAI-00115,Roads Project 00115,Road Transport & Highways,Roads,North-East,2010-03-04,362.84,2013-04-09,3.1,2013-12-15,45,100.0,100.0,387.36,387.36,0,construction,partial,1.2,0,0.807,0.859,0,0,1,2013-12-15,6.76,8.2
PAI-00116,Railways Project 00116,Railways,Railways,North-East,2018-04-26,3007.55,2024-12-25,6.67,2026-09-06,101,56.2,48.0,1641.65,3417.24,1,construction,partial,1.3,0,0.225,0.977,0,0,0,,13.62,28.7
PAI-00117,Roads Project 00117,Road Transport & Highways,Roads,South,2017-10-01,822.27,2021-02-12,3.37,2021-02-23,40,100.0,100.0,823.69,823.69,0,construction,complete,3.8,0,0.608,0.957,0,0,1,2021-02-23,0.17,0.4
PAI-00118,Roads Project 00118,Road Transport & Highways,Roads,West,2016-09-06,686.72,2020-02-03,3.41,2020-02-11,41,100.0,100.0,693.3,693.3,1,construction,complete,1.9,0,0.841,0.975,0,0,1,2020-02-11,0.96,0.2
PAI-00119,Power Project 00119,Power,Power,East,2026-10-20,2939.43,2030-10-24,4.01,2026-09-06,1,2.3,0.0,0.0,2948.71,1,pre_construction,not_started,2.0,0,0.348,0.924,0,0,0,,0.32,1.0
PAI-00120,Water Resources Project 00120,Jal Shakti (Water Resources),Water Resources,Central,2009-04-06,272.49,2015-05-04,6.08,2015-05-29,73,100.0,100.0,309.68,309.68,1,construction,complete,3.2,0,0.652,0.778,0,0,1,2015-05-29,13.65,0.8
PAI-00121,Telecom Project 00121,Telecommunications,Telecom,North,2009-01-12,3734.06,2012-04-27,3.29,2013-03-19,50,100.0,100.0,4389.53,4389.53,1,construction,complete,5.3,0,0.366,0.902,0,0,1,2013-03-19,17.55,10.7
PAI-00122,Telecom Project 00122,Telecommunications,Telecom,Central,2015-09-28,570.83,2017-10-19,2.06,2018-07-04,34,100.0,100.0,605.03,605.03,0,construction,complete,0.9,0,0.517,0.855,0,0,1,2018-07-04,5.99,8.5
PAI-00123,Roads Project 00123,Road Transport & Highways,Roads,West,2026-06-06,1132.28,2029-07-09,3.09,2026-09-06,3,5.0,4.5,50.73,1132.28,1,pre_construction,complete,11.4,0,0.377,0.943,0,0,0,,0.0,0.7
PAI-00124,Power Project 00124,Power,Power,West,2015-10-03,1439.28,2020-07-13,4.78,2020-08-04,58,100.0,100.0,1457.41,1457.41,0,construction,complete,0.3,0,0.359,0.97,0,0,1,2020-08-04,1.26,0.7
PAI-00125,Railways Project 00125,Railways,Railways,South,2016-07-15,3274.77,2021-01-11,4.5,2021-01-21,54,100.0,100.0,3274.77,3274.77,0,construction,complete,0.5,0,0.902,0.977,0,0,1,2021-01-21,0.0,0.3
PAI-00126,Roads Project 00126,Road Transport & Highways,Roads,West,2006-12-21,456.1,2010-12-02,3.95,2010-12-24,48,100.0,100.0,460.24,460.24,0,construction,complete,0.9,1,0.459,0.926,0,0,1,2010-12-24,0.91,0.7
PAI-00127,Roads Project 00127,Road Transport & Highways,Roads,North,2012-06-26,287.53,2015-11-09,3.37,2023-08-18,134,100.0,100.0,291.65,291.65,1,construction,complete,0.3,0,0.467,0.927,0,0,1,2023-08-18,1.43,93.3
PAI-00128,Roads Project 00128,Road Transport & Highways,Roads,North-East,2025-02-17,378.9,2028-03-15,3.07,2026-09-06,19,42.5,36.7,140.69,383.48,0,construction,complete,3.7,0,0.796,0.97,0,0,0,,1.21,0.7
PAI-00129,Railways Project 00129,Railways,Railways,North,2020-09-18,600.46,2025-06-17,4.75,2025-07-06,58,100.0,100.0,723.35,723.35,2,construction,complete,0.5,0,0.523,0.9,0,0,1,2025-07-06,20.47,0.6
PAI-00130,Steel Project 00130,Steel,Steel,South,2026-01-15,1001.96,2031-04-14,5.24,2026-09-06,8,1.3,0.0,0.0,1011.26,0,pre_construction,not_started,1.4,0,0.826,0.769,0,0,0,,0.93,0.5
PAI-00131,Roads Project 00131,Road Transport & Highways,Roads,East,2021-03-13,436.15,2024-10-08,3.57,2024-10-22,43,100.0,100.0,438.34,438.34,0,construction,complete,1.1,1,0.475,0.877,0,0,1,2024-10-22,0.5,0.5
PAI-00132,Mining Project 00132,Coal,Mining,East,2005-02-01,910.47,2009-11-27,4.82,2009-11-29,57,100.0,100.0,913.94,913.94,1,construction,complete,0.8,0,0.601,0.786,0,0,1,2009-11-29,0.38,0.1
PAI-00133,Urban Infrastructure Project 00133,Housing & Urban Affairs,Urban Infrastructure,North,2010-07-12,787.18,2016-01-06,5.49,2016-01-31,66,100.0,100.0,793.46,793.46,0,construction,complete,4.3,0,0.565,0.797,0,0,1,2016-01-31,0.8,0.8
PAI-00134,Roads Project 00134,Road Transport & Highways,Roads,East,2021-07-27,540.51,2025-02-16,3.56,2025-02-26,43,100.0,100.0,676.6,676.6,2,construction,complete,1.9,1,0.509,0.852,0,0,1,2025-02-26,25.18,0.3
PAI-00135,Mining Project 00135,Mines,Mining,East,2013-07-03,553.87,2018-04-07,4.76,2018-04-19,57,100.0,100.0,554.28,554.28,0,construction,partial,4.1,0,0.224,0.789,0,0,1,2018-04-19,0.07,0.4
PAI-00136,Power Project 00136,Power,Power,Central,2021-10-11,911.43,2027-11-19,6.11,2026-09-06,59,58.4,52.9,485.27,917.1,0,construction,complete,2.4,0,0.622,0.793,0,0,0,,0.62,0.7
PAI-00137,Mining Project 00137,Coal,Mining,West,2024-07-22,565.19,2028-01-22,3.5,2026-09-06,26,35.6,29.9,168.76,565.19,0,construction,complete,2.2,0,0.247,0.843,0,0,0,,0.0,0.9
PAI-00138,Roads Project 00138,Road Transport & Highways,Roads,Central,2014-03-04,908.99,2016-12-23,2.81,2018-11-14,56,100.0,100.0,910.94,910.94,1,construction,complete,0.7,0,0.813,0.99,0,0,1,2018-11-14,0.21,22.7
PAI-00139,Roads Project 00139,Road Transport & Highways,Roads,North-East,2024-12-10,662.99,2027-09-12,2.76,2026-09-06,21,34.3,27.6,184.57,668.29,0,construction,complete,3.9,0,0.701,0.984,0,0,0,,0.8,0.8
PAI-00140,Roads Project 00140,Road Transport & Highways,Roads,South,2015-11-14,713.72,2018-09-18,2.85,2018-09-25,34,100.0,100.0,716.53,716.53,0,construction,complete,1.3,1,0.805,0.98,0,0,1,2018-09-25,0.39,0.2
PAI-00141,Roads Project 00141,Road Transport & Highways,Roads,East,2025-01-06,2139.04,2027-07-29,2.56,2026-09-06,20,46.5,34.1,735.16,2157.91,0,construction,complete,2.2,0,0.711,0.869,0,0,0,,0.88,0.2
PAI-00142,Roads Project 00142,Road Transport & Highways,Roads,East,2008-01-24,711.01,2011-04-16,3.23,2016-05-21,100,100.0,100.0,715.55,715.55,0,construction,complete,2.8,0,0.627,0.916,0,0,1,2016-05-21,0.64,61.2
PAI-00143,Roads Project 00143,Road Transport & Highways,Roads,West,2014-03-04,620.79,2017-07-23,3.39,2017-08-10,41,100.0,100.0,629.34,629.34,1,construction,complete,4.1,0,0.408,0.855,0,0,1,2017-08-10,1.38,0.6
PAI-00144,Railways Project 00144,Railways,Railways,East,2012-01-10,860.32,2016-12-01,4.89,2016-12-02,59,100.0,100.0,860.32,860.32,0,construction,complete,8.5,0,0.681,0.949,0,0,1,2016-12-02,0.0,0.0
PAI-00145,Roads Project 00145,Road Transport & Highways,Roads,West,2014-09-27,938.1,2017-04-17,2.56,2017-05-02,32,100.0,100.0,948.03,948.03,0,construction,complete,2.2,1,0.771,0.983,0,0,1,2017-05-02,1.06,0.5
PAI-00146,Roads Project 00146,Road Transport & Highways,Roads,Central,2024-07-18,168.45,2028-02-01,3.54,2026-09-06,26,20.4,11.5,19.4,169.04,0,construction,complete,5.3,0,0.324,0.86,0,0,0,,0.35,61.6
PAI-00147,Petroleum Project 00147,Petroleum & Natural Gas,Petroleum,West,2025-07-11,1057.23,2028-11-26,3.38,2026-09-06,14,24.0,22.4,238.78,1066.71,0,construction,complete,0.5,0,0.846,0.888,0,0,0,,0.9,0.0
PAI-00148,Mining Project 00148,Coal,Mining,North,2011-10-06,279.32,2016-02-26,4.39,2018-01-21,75,100.0,100.0,306.3,306.3,1,construction,complete,4.0,0,0.764,0.886,0,0,1,2018-01-21,9.66,22.8
PAI-00149,Rural Infrastructure Project 00149,Development of North Eastern Region,Rural Infrastructure,East,2015-10-13,976.1,2019-12-19,4.18,2024-09-13,107,100.0,100.0,1343.78,1343.78,1,construction,complete,0.7,0,0.556,0.757,0,0,1,2024-09-13,37.67,56.8
PAI-00150,Power Project 00150,Power,Power,North-East,2025-09-28,3724.82,2032-03-14,6.46,2026-09-06,12,4.9,2.5,103.63,4086.97,2,pre_construction,not_started,9.3,0,0.779,0.881,5,5,0,,9.72,11.4
PAI-00151,Urban Infrastructure Project 00151,Housing & Urban Affairs,Urban Infrastructure,North,2016-09-27,634.1,2019-11-29,3.17,2019-12-11,39,100.0,100.0,634.81,634.81,2,construction,complete,3.9,0,0.724,0.794,0,0,1,2019-12-11,0.11,0.4
PAI-00152,Power Project 00152,Power,Power,North,2010-03-15,4576.83,2016-02-20,5.94,2016-03-16,72,100.0,100.0,4597.01,4597.01,0,construction,complete,4.4,0,0.705,0.877,0,0,1,2016-03-16,0.44,0.8
PAI-00153,Roads Project 00153,Road Transport & Highways,Roads,North,2011-12-13,247.76,2014-12-19,3.02,2015-01-11,37,100.0,100.0,340.77,340.77,1,construction,complete,8.8,0,0.909,0.893,0,0,1,2015-01-11,37.54,0.8
PAI-00154,Urban Infrastructure Project 00154,Housing & Urban Affairs,Urban Infrastructure,North-East,2018-03-24,231.14,2021-10-23,3.59,2021-11-15,44,100.0,100.0,233.57,233.57,0,construction,complete,3.5,0,0.711,0.748,0,0,1,2021-11-15,1.05,0.8
PAI-00155,Roads Project 00155,Road Transport & Highways,Roads,East,2024-05-15,1082.43,2028-03-20,3.85,2026-09-06,28,29.7,20.4,221.3,1082.43,0,construction,complete,1.5,0,0.562,0.925,0,0,0,,0.0,81.4
PAI-00156,Roads Project 00156,Road Transport & Highways,Roads,South,2011-03-14,1486.34,2013-10-11,2.58,2013-11-04,32,100.0,100.0,1486.87,1486.87,0,construction,complete,2.0,0,0.871,0.942,0,0,1,2013-11-04,0.04,0.8
PAI-00157,Roads Project 00157,Road Transport & Highways,Roads,Central,2025-12-28,327.09,2028-09-20,2.73,2026-09-06,9,11.3,8.4,27.35,327.09,0,pre_construction,partial,3.4,0,0.659,0.902,0,0,0,,0.0,0.9
PAI-00158,Roads Project 00158,Road Transport & Highways,Roads,North,2021-07-06,626.97,2024-09-16,3.2,2024-10-08,39,100.0,100.0,631.14,631.14,0,construction,complete,2.2,0,0.783,0.865,0,0,1,2024-10-08,0.66,0.7
PAI-00159,Roads Project 00159,Road Transport & Highways,Roads,South,2005-04-23,1095.31,2008-10-05,3.45,2008-10-05,42,100.0,100.0,1272.05,1272.05,0,construction,partial,3.2,0,0.499,0.865,0,0,1,2008-10-05,16.14,0.0
PAI-00160,Mining Project 00160,Coal,Mining,West,2012-09-27,150.0,2018-01-28,5.34,2018-01-30,64,100.0,100.0,150.69,150.69,1,construction,complete,2.1,0,0.396,0.833,0,0,1,2018-01-30,0.46,0.1
PAI-00161,Railways Project 00161,Railways,Railways,Central,2022-10-20,5069.21,2027-04-10,4.47,2026-09-06,47,79.1,61.8,3141.58,5084.19,1,construction,complete,1.1,0,0.631,0.851,0,0,0,,0.3,0.4
PAI-00162,Roads Project 00162,Road Transport & Highways,Roads,Central,2010-02-19,487.83,2012-09-24,2.6,2012-10-24,32,100.0,100.0,490.56,490.56,0,construction,complete,1.2,0,0.846,0.815,0,0,1,2012-10-24,0.56,1.0
PAI-00163,Power Project 00163,Power,Power,South,2013-11-26,776.89,2018-09-17,4.81,2020-12-29,85,100.0,100.0,776.89,776.89,0,construction,complete,4.5,0,0.968,0.849,0,0,1,2020-12-29,0.0,27.4
PAI-00164,Petroleum Project 00164,Petroleum & Natural Gas,Petroleum,South,2020-01-03,1971.93,2024-11-30,4.91,2026-09-06,80,97.5,85.0,1675.69,1971.93,0,construction,partial,3.8,1,0.464,0.883,0,0,0,,0.0,74.3
PAI-00165,Roads Project 00165,Road Transport & Highways,Roads,West,2009-03-02,566.31,2011-11-27,2.74,2018-08-17,113,100.0,100.0,680.76,680.76,0,construction,complete,1.5,1,0.209,0.976,0,0,1,2018-08-17,20.21,80.7
PAI-00166,Mining Project 00166,Coal,Mining,South,2005-12-13,1207.8,2009-01-26,3.12,2010-04-16,52,100.0,100.0,1228.5,1228.5,0,construction,complete,4.0,0,0.783,0.822,0,0,1,2010-04-16,1.71,14.6
PAI-00167,Steel Project 00167,Steel,Steel,North,2016-10-23,322.0,2022-03-08,5.37,2022-03-25,65,100.0,100.0,322.26,322.26,0,construction,complete,3.7,0,0.758,0.883,0,0,1,2022-03-25,0.08,0.6
PAI-00168,Roads Project 00168,Road Transport & Highways,Roads,Central,2025-04-08,662.75,2028-09-27,3.47,2026-09-06,17,21.3,15.5,102.79,664.53,0,construction,complete,1.4,0,0.139,0.933,3,3,0,,0.27,10.8
PAI-00169,Roads Project 00169,Road Transport & Highways,Roads,Central,2013-12-22,3202.87,2016-11-27,2.93,2016-12-02,36,100.0,100.0,3202.87,3202.87,0,construction,complete,3.0,0,0.555,0.845,0,0,1,2016-12-02,0.0,0.1
PAI-00170,Roads Project 00170,Road Transport & Highways,Roads,North-East,2020-10-18,238.91,2023-06-30,2.7,2023-07-10,33,100.0,100.0,239.82,239.82,1,construction,complete,1.2,0,0.541,0.984,0,0,1,2023-07-10,0.38,0.3
PAI-00171,Mining Project 00171,Coal,Mining,South,2017-07-26,1409.3,2021-05-22,3.82,2024-08-27,85,100.0,100.0,1923.71,1923.71,0,construction,complete,1.2,0,0.336,0.929,0,0,1,2024-08-27,36.5,39.2
PAI-00172,Railways Project 00172,Railways,Railways,West,2014-04-10,2522.65,2020-02-03,5.82,2020-02-15,70,100.0,100.0,2526.24,2526.24,3,construction,complete,1.4,0,0.28,0.99,0,0,1,2020-02-15,0.14,0.4
PAI-00173,Roads Project 00173,Road Transport & Highways,Roads,North-East,2017-08-19,980.69,2020-08-29,3.03,2020-09-01,37,100.0,100.0,985.23,985.23,0,construction,complete,1.7,0,0.194,0.793,0,0,1,2020-09-01,0.46,0.1
PAI-00174,Railways Project 00174,Railways,Railways,West,2007-11-25,2838.95,2013-01-24,5.17,2013-01-29,62,100.0,100.0,2860.88,2860.88,0,construction,partial,0.6,0,0.444,0.99,0,0,1,2013-01-29,0.77,0.2
PAI-00175,Railways Project 00175,Railways,Railways,West,2024-11-18,764.82,2029-05-23,4.51,2026-09-06,22,25.4,20.3,176.86,871.82,1,construction,complete,6.2,0,0.552,0.946,0,0,0,,13.99,20.3
PAI-00176,Petroleum Project 00176,Petroleum & Natural Gas,Petroleum,South,2018-08-23,1413.92,2023-07-20,4.91,2026-09-06,97,24.2,16.0,226.98,1421.58,1,construction,complete,4.9,0,0.434,0.89,0,0,0,,0.54,75.7
PAI-00177,Rural Infrastructure Project 00177,Rural Development,Rural Infrastructure,East,2010-07-20,786.76,2013-11-08,3.31,2014-09-08,50,100.0,100.0,789.51,789.51,0,construction,complete,4.5,0,0.796,0.748,0,0,1,2014-09-08,0.35,10.0
PAI-00178,Railways Project 00178,Railways,Railways,East,2014-05-25,1475.28,2018-09-16,4.31,2025-12-17,139,100.0,100.0,1959.51,1959.51,0,construction,complete,3.5,0,0.306,0.868,0,0,1,2025-12-17,32.82,87.0
PAI-00179,Urban Infrastructure Project 00179,Housing & Urban Affairs,Urban Infrastructure,East,2025-11-04,1257.56,2030-03-21,4.38,2026-09-06,10,10.0,8.2,103.82,1268.14,2,pre_construction,not_started,7.3,0,0.513,0.868,0,0,0,,0.84,22.7
PAI-00180,Roads Project 00180,Road Transport & Highways,Roads,East,2011-11-01,193.09,2015-01-22,3.23,2015-01-23,38,100.0,100.0,193.09,193.09,0,construction,complete,5.7,0,0.896,0.99,0,0,1,2015-01-23,0.0,0.1
PAI-00181,Railways Project 00181,Railways,Railways,West,2009-11-12,2914.77,2016-02-29,6.3,2016-05-09,78,100.0,100.0,4250.39,4250.39,3,construction,complete,0.9,0,0.832,0.924,0,0,1,2016-05-09,45.82,2.3
PAI-00182,Telecom Project 00182,Telecommunications,Telecom,North,2024-08-03,368.11,2027-01-08,2.43,2026-09-06,25,55.4,40.6,149.55,368.11,0,construction,complete,0.7,0,0.754,0.874,0,0,0,,0.0,0.2
PAI-00183,Water Resources Project 00183,Jal Shakti (Water Resources),Water Resources,Central,2016-06-16,835.35,2020-09-28,4.29,2020-10-19,52,100.0,100.0,837.23,837.23,1,construction,partial,2.3,1,0.319,0.792,0,0,1,2020-10-19,0.23,0.7
PAI-00184,Roads Project 00184,Road Transport & Highways,Roads,Central,2006-12-15,385.1,2010-01-29,3.12,2010-02-21,38,100.0,100.0,387.79,387.79,0,construction,complete,2.1,0,0.569,0.957,0,0,1,2010-02-21,0.7,0.8
PAI-00185,Petroleum Project 00185,Petroleum & Natural Gas,Petroleum,Central,2024-04-18,3084.42,2027-07-10,3.23,2026-09-06,29,61.0,55.9,1775.0,3174.38,3,construction,partial,0.3,0,0.852,0.941,0,0,0,,2.92,1.0
PAI-00186,Railways Project 00186,Railways,Railways,North-East,2014-03-05,316.78,2020-05-02,6.16,2020-05-30,74,100.0,100.0,316.78,316.78,0,construction,complete,3.3,1,0.859,0.916,0,0,1,2020-05-30,0.0,0.9
PAI-00187,Mining Project 00187,Coal,Mining,East,2020-12-28,1542.98,2026-05-01,5.34,2026-09-06,69,56.2,48.0,741.67,1546.24,0,construction,complete,0.9,0,0.833,0.827,0,0,0,,0.21,57.0
PAI-00188,Water Resources Project 00188,Jal Shakti (Water Resources),Water Resources,Central,2011-09-16,3180.76,2016-12-21,5.27,2017-01-05,64,100.0,100.0,3206.6,3206.6,0,construction,complete,2.1,0,0.435,0.786,0,0,1,2017-01-05,0.81,0.5
PAI-00189,Power Project 00189,Atomic Energy,Power,Central,2020-11-13,494.15,2026-05-01,5.46,2026-05-24,66,100.0,100.0,494.15,494.15,0,construction,complete,0.7,0,0.133,0.916,0,0,1,2026-05-24,0.0,0.7
PAI-00190,Railways Project 00190,Railways,Railways,West,2009-11-22,1603.46,2015-10-14,5.89,2015-11-06,72,100.0,100.0,2020.79,2020.79,0,construction,complete,0.3,0,0.737,0.99,0,0,1,2015-11-06,26.03,0.8
PAI-00191,Railways Project 00191,Railways,Railways,East,2025-10-21,4735.69,2031-10-26,6.01,2026-09-06,11,13.3,10.3,488.57,4735.69,1,pre_construction,complete,0.7,0,0.655,0.946,0,0,0,,0.0,0.4
PAI-00192,Railways Project 00192,Railways,Railways,Central,2019-06-15,2071.65,2025-04-20,5.85,2026-07-15,85,100.0,100.0,2083.07,2083.07,1,construction,complete,2.5,0,0.486,0.966,0,0,1,2026-07-15,0.55,14.8
PAI-00193,Mining Project 00193,Coal,Mining,Central,2011-12-05,362.78,2015-03-15,3.28,2020-03-06,99,100.0,100.0,363.18,363.18,1,construction,complete,1.4,0,0.711,0.868,0,0,1,2020-03-06,0.11,59.7
PAI-00194,Roads Project 00194,Road Transport & Highways,Roads,North-East,2021-06-04,190.28,2024-08-12,3.19,2024-08-13,38,100.0,100.0,191.83,191.83,0,construction,complete,0.5,0,0.725,0.96,0,0,1,2024-08-13,0.81,0.0
PAI-00195,Ports & Shipping Project 00195,Shipping (Ports),Ports & Shipping,East,2011-06-18,5663.11,2014-09-13,3.24,2015-09-12,51,100.0,100.0,6576.26,6576.26,2,construction,complete,3.5,0,0.883,0.844,0,0,1,2015-09-12,16.12,11.9
PAI-00196,Roads Project 00196,Road Transport & Highways,Roads,North,2021-10-02,559.11,2025-04-03,3.5,2025-04-06,42,100.0,100.0,565.03,565.03,0,construction,complete,0.0,0,0.866,0.946,0,0,1,2025-04-06,1.06,0.1
PAI-00197,Mining Project 00197,Coal,Mining,North-East,2017-02-09,336.65,2021-08-07,4.49,2023-02-24,72,100.0,100.0,340.99,340.99,0,construction,complete,5.3,0,0.571,0.776,0,0,1,2023-02-24,1.29,18.6
PAI-00198,Roads Project 00198,Road Transport & Highways,Roads,West,2010-08-14,854.7,2014-03-23,3.61,2014-04-01,44,100.0,100.0,868.85,868.85,1,construction,partial,1.3,0,0.28,0.954,0,0,1,2014-04-01,1.65,0.3
PAI-00199,Roads Project 00199,Road Transport & Highways,Roads,North-East,2011-02-02,1377.85,2015-01-22,3.97,2015-02-07,48,100.0,100.0,1391.58,1391.58,0,construction,complete,0.6,0,0.731,0.981,0,0,1,2015-02-07,1.0,0.5
PAI-00200,Railways Project 00200,Railways,Railways,North-East,2010-12-21,4403.04,2016-12-12,5.98,2016-12-18,72,100.0,100.0,5482.25,5482.25,1,construction,complete,0.2,0,0.824,0.843,0,0,1,2016-12-18,24.51,0.2
PAI-00201,Steel Project 00201,Steel,Steel,South,2022-11-05,247.5,2027-04-12,4.43,2026-09-06,46,45.8,43.5,108.07,248.65,0,construction,partial,0.2,0,0.156,0.808,1,1,0,,0.46,0.7
PAI-00202,Roads Project 00202,Road Transport & Highways,Roads,North-East,2009-02-08,150.0,2011-12-24,2.87,2019-12-08,130,100.0,100.0,150.94,150.94,0,construction,complete,3.2,0,0.673,0.957,0,0,1,2019-12-08,0.63,95.5
PAI-00203,Power Project 00203,Atomic Energy,Power,West,2024-09-16,1784.49,2029-03-29,4.53,2026-09-06,24,31.0,22.6,404.9,1790.04,0,construction,complete,3.8,0,0.133,0.876,0,0,0,,0.31,0.2
PAI-00204,Roads Project 00204,Road Transport & Highways,Roads,East,2013-04-04,1462.53,2016-11-17,3.62,2016-12-03,44,100.0,100.0,1721.84,1721.84,1,construction,complete,2.4,0,0.681,0.882,0,0,1,2016-12-03,17.73,0.5
PAI-00205,Roads Project 00205,Road Transport & Highways,Roads,West,2010-11-03,576.59,2014-09-05,3.84,2014-10-05,47,100.0,100.0,576.59,576.59,0,construction,complete,0.2,0,0.753,0.99,0,0,1,2014-10-05,0.0,1.0
PAI-00206,Telecom Project 00206,Telecommunications,Telecom,West,2018-08-23,470.38,2020-11-26,2.26,2023-08-11,60,100.0,100.0,535.33,535.33,0,construction,complete,4.6,0,0.446,0.877,0,0,1,2023-08-11,13.81,32.4
PAI-00207,Power Project 00207,New & Renewable Energy,Power,East,2006-01-18,487.54,2010-10-19,4.75,2010-11-06,58,100.0,100.0,518.83,518.83,1,construction,complete,7.4,0,0.559,0.789,0,0,1,2010-11-06,6.42,0.6
PAI-00208,Steel Project 00208,Steel,Steel,Central,2014-04-12,1114.53,2020-01-05,5.73,2025-02-15,130,100.0,100.0,1114.53,1114.53,1,construction,complete,6.5,0,0.094,0.758,0,0,1,2025-02-15,0.0,61.4
PAI-00209,Roads Project 00209,Road Transport & Highways,Roads,South,2024-06-14,3636.88,2027-02-01,2.63,2026-09-06,27,42.6,35.2,1281.52,3636.88,0,construction,complete,0.9,0,0.453,0.859,0,0,0,,0.0,0.4
PAI-00210,Water Resources Project 00210,Jal Shakti (Water Resources),Water Resources,Central,2009-03-05,976.2,2013-09-10,4.52,2013-10-06,55,100.0,100.0,978.37,978.37,0,construction,complete,2.8,0,0.464,0.792,0,0,1,2013-10-06,0.22,0.8
PAI-00211,Urban Infrastructure Project 00211,Housing & Urban Affairs,Urban Infrastructure,North-East,2016-02-01,1530.96,2019-05-27,3.32,2019-06-29,40,100.0,100.0,1865.13,1865.13,0,construction,complete,1.7,0,0.901,0.825,0,0,1,2019-06-29,21.83,1.1
PAI-00212,Railways Project 00212,Railways,Railways,North-East,2022-09-13,8070.39,2028-09-03,5.97,2026-09-06,48,38.3,34.3,2841.49,8289.82,0,construction,partial,1.1,0,0.296,0.933,0,0,0,,2.72,1.0
PAI-00213,Railways Project 00213,Railways,Railways,North-East,2012-12-09,5547.44,2018-12-28,6.05,2019-01-27,73,100.0,100.0,5556.47,5556.47,1,construction,complete,0.2,0,0.713,0.919,0,0,1,2019-01-27,0.16,1.0
PAI-00214,Railways Project 00214,Railways,Railways,North,2017-05-12,1106.18,2022-11-10,5.5,2024-03-13,82,100.0,100.0,1321.66,1321.66,1,construction,complete,0.5,1,0.58,0.884,0,0,1,2024-03-13,19.48,16.1
PAI-00215,Aviation Project 00215,Civil Aviation,Aviation,North,2016-01-04,1164.27,2018-12-23,2.97,2020-01-25,48,100.0,100.0,1190.47,1190.47,1,construction,complete,0.4,0,0.16,0.767,0,0,1,2020-01-25,2.25,13.1
PAI-00216,Roads Project 00216,Road Transport & Highways,Roads,West,2023-03-11,699.4,2026-09-06,3.49,2026-09-06,42,76.0,64.5,511.4,792.91,1,construction,complete,1.3,0,0.837,0.948,0,0,0,,13.37,16.5
PAI-00217,Roads Project 00217,Road Transport & Highways,Roads,Central,2024-05-18,1510.91,2027-11-20,3.51,2026-09-06,28,36.6,32.0,484.31,1514.08,0,construction,partial,4.4,0,0.467,0.932,0,0,0,,0.21,1.0
